 Date__(UT)__HR:MN, , ,            delta,     deldot,  Tru_Anom,
****************************************************************
$$SOE
 2006-Dec-02 06:00, , , 4.24679298005186, -3.0064779,  253.8571,
 2006-Dec-02 09:00, , , 4.24657592215277, -3.0066839,  253.8708,
 2006-Dec-02 12:00, , , 4.24635884938181, -3.0068899,  253.8845,
 2006-Dec-02 15:00, , , 4.24614176174988, -3.0070956,  253.8982,
 2006-Dec-02 18:00, , , 4.24592465926787, -3.0073012,  253.9120,
 2006-Dec-02 21:00, , , 4.24570754194671, -3.0075067,  253.9257,
 2006-Dec-03 00:00, , , 4.24549040979732, -3.0077120,  253.9394,
 2006-Dec-03 03:00, , , 4.24527326283061, -3.0079172,  253.9531,
 2006-Dec-03 06:00, , , 4.24505610105751, -3.0081222,  253.9669,
 2006-Dec-03 09:00, , , 4.24483892448896, -3.0083271,  253.9806,
 2006-Dec-03 12:00, , , 4.24462173313587, -3.0085318,  253.9943,
 2006-Dec-03 15:00, , , 4.24440452700921, -3.0087363,  254.0080,
 2006-Dec-03 18:00, , , 4.24418730611989, -3.0089407,  254.0218,
 2006-Dec-03 21:00, , , 4.24397007047889, -3.0091450,  254.0355,
 2006-Dec-04 00:00, , , 4.24375282009713, -3.0093491,  254.0492,
 2006-Dec-04 03:00, , , 4.24353555498559, -3.0095531,  254.0630,
 2006-Dec-04 06:00, , , 4.24331827515523, -3.0097569,  254.0767,
 2006-Dec-04 09:00, , , 4.24310098061700, -3.0099605,  254.0904,
 2006-Dec-04 12:00, , , 4.24288367138187, -3.0101640,  254.1042,
 2006-Dec-04 15:00, , , 4.24266634746083, -3.0103673,  254.1179,
 2006-Dec-04 18:00, , , 4.24244900886484, -3.0105705,  254.1317,
 2006-Dec-04 21:00, , , 4.24223165560489, -3.0107736,  254.1454,
 2006-Dec-05 00:00, , , 4.24201428769196, -3.0109765,  254.1592,
 2006-Dec-05 03:00, , , 4.24179690513705, -3.0111792,  254.1729,
 2006-Dec-05 06:00, , , 4.24157950795115, -3.0113818,  254.1867,
 2006-Dec-05 09:00, , , 4.24136209614527, -3.0115842,  254.2004,
 2006-Dec-05 12:00, , , 4.24114466973039, -3.0117865,  254.2142,
 2006-Dec-05 15:00, , , 4.24092722871754, -3.0119886,  254.2279,
 2006-Dec-05 18:00, , , 4.24070977311773, -3.0121906,  254.2417,
 2006-Dec-05 21:00, , , 4.24049230294196, -3.0123924,  254.2554,
 2006-Dec-06 00:00, , , 4.24027481820127, -3.0125941,  254.2692,
 2006-Dec-06 03:00, , , 4.24005731890667, -3.0127956,  254.2829,
 2006-Dec-06 06:00, , , 4.23983980506921, -3.0129970,  254.2967,
 2006-Dec-06 09:00, , , 4.23962227669990, -3.0131982,  254.3105,
 2006-Dec-06 12:00, , , 4.23940473380980, -3.0133992,  254.3242,
 2006-Dec-06 15:00, , , 4.23918717640993, -3.0136001,  254.3380,
 2006-Dec-06 18:00, , , 4.23896960451136, -3.0138009,  254.3517,
 2006-Dec-06 21:00, , , 4.23875201812514, -3.0140015,  254.3655,
 2006-Dec-07 00:00, , , 4.23853441726230, -3.0142019,  254.3793,
 2006-Dec-07 03:00, , , 4.23831680193393, -3.0144022,  254.3931,
 2006-Dec-07 06:00, , , 4.23809917215108, -3.0146023,  254.4068,
 2006-Dec-07 09:00, , , 4.23788152792483, -3.0148023,  254.4206,
 2006-Dec-07 12:00, , , 4.23766386926624, -3.0150022,  254.4344,
 2006-Dec-07 15:00, , , 4.23744619618639, -3.0152018,  254.4481,
 2006-Dec-07 18:00, , , 4.23722850869637, -3.0154014,  254.4619,
 2006-Dec-07 21:00, , , 4.23701080680726, -3.0156007,  254.4757,
 2006-Dec-08 00:00, , , 4.23679309053015, -3.0158000,  254.4895,
 2006-Dec-08 03:00, , , 4.23657535987614, -3.0159990,  254.5033,
 2006-Dec-08 06:00, , , 4.23635761485633, -3.0161979,  254.5170,
 2006-Dec-08 09:00, , , 4.23613985548182, -3.0163967,  254.5308,
 2006-Dec-08 12:00, , , 4.23592208176372, -3.0165953,  254.5446,
 2006-Dec-08 15:00, , , 4.23570429371315, -3.0167937,  254.5584,
 2006-Dec-08 18:00, , , 4.23548649134121, -3.0169920,  254.5722,
 2006-Dec-08 21:00, , , 4.23526867465903, -3.0171902,  254.5860,
 2006-Dec-09 00:00, , , 4.23505084367775, -3.0173881,  254.5998,
 2006-Dec-09 03:00, , , 4.23483299840848, -3.0175860,  254.6136,
 2006-Dec-09 06:00, , , 4.23461513886236, -3.0177837,  254.6273,
 2006-Dec-09 09:00, , , 4.23439726505054, -3.0179812,  254.6411,
 2006-Dec-09 12:00, , , 4.23417937698415, -3.0181785,  254.6549,
 2006-Dec-09 15:00, , , 4.23396147467435, -3.0183758,  254.6687,
 2006-Dec-09 18:00, , , 4.23374355813227, -3.0185728,  254.6825,
 2006-Dec-09 21:00, , , 4.23352562736909, -3.0187697,  254.6963,
 2006-Dec-10 00:00, , , 4.23330768239597, -3.0189665,  254.7101,
 2006-Dec-10 03:00, , , 4.23308972322406, -3.0191631,  254.7239,
 2006-Dec-10 06:00, , , 4.23287174986454, -3.0193595,  254.7377,
 2006-Dec-10 09:00, , , 4.23265376232858, -3.0195558,  254.7516,
 2006-Dec-10 12:00, , , 4.23243576062736, -3.0197519,  254.7654,
 2006-Dec-10 15:00, , , 4.23221774477207, -3.0199479,  254.7792,
 2006-Dec-10 18:00, , , 4.23199971477389, -3.0201437,  254.7930,
 2006-Dec-10 21:00, , , 4.23178167064401, -3.0203394,  254.8068,
 2006-Dec-11 00:00, , , 4.23156361239363, -3.0205349,  254.8206,
 2006-Dec-11 03:00, , , 4.23134554003394, -3.0207303,  254.8344,
 2006-Dec-11 06:00, , , 4.23112745357617, -3.0209255,  254.8482,
 2006-Dec-11 09:00, , , 4.23090935303151, -3.0211205,  254.8621,
 2006-Dec-11 12:00, , , 4.23069123841117, -3.0213154,  254.8759,
 2006-Dec-11 15:00, , , 4.23047310972638, -3.0215101,  254.8897,
 2006-Dec-11 18:00, , , 4.23025496698836, -3.0217047,  254.9035,
 2006-Dec-11 21:00, , , 4.23003681020834, -3.0218991,  254.9173,
 2006-Dec-12 00:00, , , 4.22981863939754, -3.0220934,  254.9312,
 2006-Dec-12 03:00, , , 4.22960045456720, -3.0222875,  254.9450,
 2006-Dec-12 06:00, , , 4.22938225572857, -3.0224815,  254.9588,
 2006-Dec-12 09:00, , , 4.22916404289289, -3.0226753,  254.9726,
 2006-Dec-12 12:00, , , 4.22894581607141, -3.0228689,  254.9865,
 2006-Dec-12 15:00, , , 4.22872757527537, -3.0230624,  255.0003,
 2006-Dec-12 18:00, , , 4.22850932051604, -3.0232557,  255.0141,
 2006-Dec-12 21:00, , , 4.22829105180469, -3.0234489,  255.0280,
 2006-Dec-13 00:00, , , 4.22807276915257, -3.0236419,  255.0418,
 2006-Dec-13 03:00, , , 4.22785447257096, -3.0238348,  255.0557,
 2006-Dec-13 06:00, , , 4.22763616207114, -3.0240275,  255.0695,
 2006-Dec-13 09:00, , , 4.22741783766438, -3.0242201,  255.0833,
 2006-Dec-13 12:00, , , 4.22719949936197, -3.0244124,  255.0972,
 2006-Dec-13 15:00, , , 4.22698114717520, -3.0246047,  255.1110,
 2006-Dec-13 18:00, , , 4.22676278111536, -3.0247968,  255.1249,
 2006-Dec-13 21:00, , , 4.22654440119374, -3.0249887,  255.1387,
 2006-Dec-14 00:00, , , 4.22632600742167, -3.0251805,  255.1526,
 2006-Dec-14 03:00, , , 4.22610759981043, -3.0253721,  255.1664,
 2006-Dec-14 06:00, , , 4.22588917837133, -3.0255635,  255.1803,
 2006-Dec-14 09:00, , , 4.22567074311571, -3.0257548,  255.1941,
 2006-Dec-14 12:00, , , 4.22545229405486, -3.0259460,  255.2080,
 2006-Dec-14 15:00, , , 4.22523383120013, -3.0261370,  255.2218,
 2006-Dec-14 18:00, , , 4.22501535456284, -3.0263278,  255.2357,
 2006-Dec-14 21:00, , , 4.22479686415432, -3.0265185,  255.2495,
 2006-Dec-15 00:00, , , 4.22457835998590, -3.0267090,  255.2634,
 2006-Dec-15 03:00, , , 4.22435984206894, -3.0268993,  255.2772,
 2006-Dec-15 06:00, , , 4.22414131041478, -3.0270895,  255.2911,
 2006-Dec-15 09:00, , , 4.22392276503476, -3.0272796,  255.3050,
 2006-Dec-15 12:00, , , 4.22370420594025, -3.0274695,  255.3188,
 2006-Dec-15 15:00, , , 4.22348563314261, -3.0276592,  255.3327,
 2006-Dec-15 18:00, , , 4.22326704665319, -3.0278488,  255.3466,
 2006-Dec-15 21:00, , , 4.22304844648337, -3.0280382,  255.3604,
 2006-Dec-16 00:00, , , 4.22282983264453, -3.0282274,  255.3743,
 2006-Dec-16 03:00, , , 4.22261120514803, -3.0284165,  255.3882,
 2006-Dec-16 06:00, , , 4.22239256400526, -3.0286055,  255.4020,
 2006-Dec-16 09:00, , , 4.22217390922761, -3.0287943,  255.4159,
 2006-Dec-16 12:00, , , 4.22195524082648, -3.0289829,  255.4298,
 2006-Dec-16 15:00, , , 4.22173655881324, -3.0291713,  255.4437,
 2006-Dec-16 18:00, , , 4.22151786319932, -3.0293597,  255.4576,
 2006-Dec-16 21:00, , , 4.22129915399610, -3.0295478,  255.4714,
 2006-Dec-17 00:00, , , 4.22108043121500, -3.0297358,  255.4853,
 2006-Dec-17 03:00, , , 4.22086169486743, -3.0299236,  255.4992,
 2006-Dec-17 06:00, , , 4.22064294496482, -3.0301113,  255.5131,
 2006-Dec-17 09:00, , , 4.22042418151857, -3.0302988,  255.5270,
 2006-Dec-17 12:00, , , 4.22020540454013, -3.0304862,  255.5409,
 2006-Dec-17 15:00, , , 4.21998661404091, -3.0306734,  255.5547,
 2006-Dec-17 18:00, , , 4.21976781003237, -3.0308604,  255.5686,
 2006-Dec-17 21:00, , , 4.21954899252593, -3.0310473,  255.5825,
 2006-Dec-18 00:00, , , 4.21933016153304, -3.0312341,  255.5964,
 2006-Dec-18 03:00, , , 4.21911131706516, -3.0314206,  255.6103,
 2006-Dec-18 06:00, , , 4.21889245913373, -3.0316070,  255.6242,
 2006-Dec-18 09:00, , , 4.21867358775021, -3.0317933,  255.6381,
 2006-Dec-18 12:00, , , 4.21845470292607, -3.0319794,  255.6520,
 2006-Dec-18 15:00, , , 4.21823580467277, -3.0321653,  255.6659,
 2006-Dec-18 18:00, , , 4.21801689300179, -3.0323511,  255.6798,
 2006-Dec-18 21:00, , , 4.21779796792459, -3.0325367,  255.6937,
 2006-Dec-19 00:00, , , 4.21757902945267, -3.0327221,  255.7076,
 2006-Dec-19 03:00, , , 4.21736007759751, -3.0329074,  255.7215,
 2006-Dec-19 06:00, , , 4.21714111237060, -3.0330926,  255.7354,
 2006-Dec-19 09:00, , , 4.21692213378342, -3.0332776,  255.7493,
 2006-Dec-19 12:00, , , 4.21670314184748, -3.0334624,  255.7632,
 2006-Dec-19 15:00, , , 4.21648413657429, -3.0336470,  255.7772,
 2006-Dec-19 18:00, , , 4.21626511797535, -3.0338315,  255.7911,
 2006-Dec-19 21:00, , , 4.21604608606217, -3.0340159,  255.8050,
 2006-Dec-20 00:00, , , 4.21582704084627, -3.0342001,  255.8189,
 2006-Dec-20 03:00, , , 4.21560798233916, -3.0343841,  255.8328,
 2006-Dec-20 06:00, , , 4.21538891055239, -3.0345679,  255.8467,
 2006-Dec-20 09:00, , , 4.21516982549747, -3.0347516,  255.8606,
 2006-Dec-20 12:00, , , 4.21495072718593, -3.0349352,  255.8746,
 2006-Dec-20 15:00, , , 4.21473161562933, -3.0351186,  255.8885,
 2006-Dec-20 18:00, , , 4.21451249083921, -3.0353018,  255.9024,
 2006-Dec-20 21:00, , , 4.21429335282710, -3.0354849,  255.9163,
 2006-Dec-21 00:00, , , 4.21407420160456, -3.0356678,  255.9303,
 2006-Dec-21 03:00, , , 4.21385503718316, -3.0358505,  255.9442,
 2006-Dec-21 06:00, , , 4.21363585957445, -3.0360331,  255.9581,
 2006-Dec-21 09:00, , , 4.21341666879000, -3.0362155,  255.9721,
 2006-Dec-21 12:00, , , 4.21319746484138, -3.0363978,  255.9860,
 2006-Dec-21 15:00, , , 4.21297824774016, -3.0365799,  255.9999,
 2006-Dec-21 18:00, , , 4.21275901749792, -3.0367618,  256.0139,
 2006-Dec-21 21:00, , , 4.21253977412626, -3.0369436,  256.0278,
 2006-Dec-22 00:00, , , 4.21232051763675, -3.0371252,  256.0417,
 2006-Dec-22 03:00, , , 4.21210124804099, -3.0373067,  256.0557,
 2006-Dec-22 06:00, , , 4.21188196535058, -3.0374880,  256.0696,
 2006-Dec-22 09:00, , , 4.21166266957713, -3.0376691,  256.0836,
 2006-Dec-22 12:00, , , 4.21144336073223, -3.0378501,  256.0975,
 2006-Dec-22 15:00, , , 4.21122403882749, -3.0380309,  256.1115,
 2006-Dec-22 18:00, , , 4.21100470387455, -3.0382116,  256.1254,
 2006-Dec-22 21:00, , , 4.21078535588500, -3.0383920,  256.1393,
 2006-Dec-23 00:00, , , 4.21056599487049, -3.0385724,  256.1533,
 2006-Dec-23 03:00, , , 4.21034662084264, -3.0387526,  256.1672,
 2006-Dec-23 06:00, , , 4.21012723381307, -3.0389326,  256.1812,
 2006-Dec-23 09:00, , , 4.20990783379345, -3.0391124,  256.1952,
 2006-Dec-23 12:00, , , 4.20968842079539, -3.0392921,  256.2091,
 2006-Dec-23 15:00, , , 4.20946899483056, -3.0394716,  256.2231,
 2006-Dec-23 18:00, , , 4.20924955591060, -3.0396510,  256.2370,
 2006-Dec-23 21:00, , , 4.20903010404718, -3.0398302,  256.2510,
 2006-Dec-24 00:00, , , 4.20881063925194, -3.0400092,  256.2649,
 2006-Dec-24 03:00, , , 4.20859116153657, -3.0401881,  256.2789,
 2006-Dec-24 06:00, , , 4.20837167091272, -3.0403668,  256.2929,
 2006-Dec-24 09:00, , , 4.20815216739208, -3.0405454,  256.3068,
 2006-Dec-24 12:00, , , 4.20793265098632, -3.0407238,  256.3208,
 2006-Dec-24 15:00, , , 4.20771312170712, -3.0409020,  256.3348,
 2006-Dec-24 18:00, , , 4.20749357956618, -3.0410801,  256.3487,
 2006-Dec-24 21:00, , , 4.20727402457520, -3.0412580,  256.3627,
 2006-Dec-25 00:00, , , 4.20705445674585, -3.0414358,  256.3767,
 2006-Dec-25 03:00, , , 4.20683487608985, -3.0416133,  256.3907,
 2006-Dec-25 06:00, , , 4.20661528261891, -3.0417908,  256.4046,
 2006-Dec-25 09:00, , , 4.20639567634473, -3.0419680,  256.4186,
 2006-Dec-25 12:00, , , 4.20617605727903, -3.0421451,  256.4326,
 2006-Dec-25 15:00, , , 4.20595642543354, -3.0423221,  256.4466,
 2006-Dec-25 18:00, , , 4.20573678081997, -3.0424988,  256.4606,
 2006-Dec-25 21:00, , , 4.20551712345006, -3.0426755,  256.4745,
 2006-Dec-26 00:00, , , 4.20529745333554, -3.0428519,  256.4885,
 2006-Dec-26 03:00, , , 4.20507777048815, -3.0430282,  256.5025,
 2006-Dec-26 06:00, , , 4.20485807491963, -3.0432043,  256.5165,
 2006-Dec-26 09:00, , , 4.20463836664172, -3.0433803,  256.5305,
 2006-Dec-26 12:00, , , 4.20441864566619, -3.0435561,  256.5445,
 2006-Dec-26 15:00, , , 4.20419891200479, -3.0437317,  256.5585,
 2006-Dec-26 18:00, , , 4.20397916566928, -3.0439072,  256.5725,
 2006-Dec-26 21:00, , , 4.20375940667142, -3.0440825,  256.5865,
 2006-Dec-27 00:00, , , 4.20353963502300, -3.0442576,  256.6005,
 2006-Dec-27 03:00, , , 4.20331985073577, -3.0444326,  256.6144,
 2006-Dec-27 06:00, , , 4.20310005382152, -3.0446074,  256.6284,
 2006-Dec-27 09:00, , , 4.20288024429204, -3.0447821,  256.6424,
 2006-Dec-27 12:00, , , 4.20266042215911, -3.0449566,  256.6564,
 2006-Dec-27 15:00, , , 4.20244058743453, -3.0451309,  256.6705,
 2006-Dec-27 18:00, , , 4.20222074013010, -3.0453051,  256.6845,
 2006-Dec-27 21:00, , , 4.20200088025762, -3.0454791,  256.6985,
 2006-Dec-28 00:00, , , 4.20178100782888, -3.0456529,  256.7125,
 2006-Dec-28 03:00, , , 4.20156112285572, -3.0458266,  256.7265,
 2006-Dec-28 06:00, , , 4.20134122534994, -3.0460001,  256.7405,
 2006-Dec-28 09:00, , , 4.20112131532337, -3.0461735,  256.7545,
 2006-Dec-28 12:00, , , 4.20090139278782, -3.0463466,  256.7685,
 2006-Dec-28 15:00, , , 4.20068145775513, -3.0465197,  256.7825,
 2006-Dec-28 18:00, , , 4.20046151023714, -3.0466925,  256.7965,
 2006-Dec-28 21:00, , , 4.20024155024569, -3.0468652,  256.8106,
 2006-Dec-29 00:00, , , 4.20002157779261, -3.0470377,  256.8246,
 2006-Dec-29 03:00, , , 4.19980159288975, -3.0472101,  256.8386,
 2006-Dec-29 06:00, , , 4.19958159554898, -3.0473823,  256.8526,
 2006-Dec-29 09:00, , , 4.19936158578214, -3.0475543,  256.8666,
 2006-Dec-29 12:00, , , 4.19914156360110, -3.0477262,  256.8807,
 2006-Dec-29 15:00, , , 4.19892152901773, -3.0478979,  256.8947,
 2006-Dec-29 18:00, , , 4.19870148204389, -3.0480695,  256.9087,
 2006-Dec-29 21:00, , , 4.19848142269147, -3.0482408,  256.9228,
 2006-Dec-30 00:00, , , 4.19826135097233, -3.0484121,  256.9368,
 2006-Dec-30 03:00, , , 4.19804126689838, -3.0485831,  256.9508,
 2006-Dec-30 06:00, , , 4.19782117048150, -3.0487540,  256.9649,
 2006-Dec-30 09:00, , , 4.19760106173358, -3.0489247,  256.9789,
 2006-Dec-30 12:00, , , 4.19738094066653, -3.0490953,  256.9929,
 2006-Dec-30 15:00, , , 4.19716080729224, -3.0492657,  257.0070,
 2006-Dec-30 18:00, , , 4.19694066162262, -3.0494359,  257.0210,
 2006-Dec-30 21:00, , , 4.19672050366959, -3.0496059,  257.0350,
 2006-Dec-31 00:00, , , 4.19650033344507, -3.0497758,  257.0491,
 2006-Dec-31 03:00, , , 4.19628015096097, -3.0499456,  257.0631,
 2006-Dec-31 06:00, , , 4.19605995622922, -3.0501151,  257.0772,
 2006-Dec-31 09:00, , , 4.19583974926176, -3.0502845,  257.0912,
 2006-Dec-31 12:00, , , 4.19561953007052, -3.0504538,  257.1053,
 2006-Dec-31 15:00, , , 4.19539929866744, -3.0506228,  257.1193,
 2006-Dec-31 18:00, , , 4.19517905506447, -3.0507917,  257.1334,
 2006-Dec-31 21:00, , , 4.19495879927355, -3.0509605,  257.1474,
 2007-Jan-01 00:00, , , 4.19473853130665, -3.0511290,  257.1615,
 2007-Jan-01 03:00, , , 4.19451825117571, -3.0512974,  257.1755,
 2007-Jan-01 06:00, , , 4.19429795889270, -3.0514657,  257.1896,
 2007-Jan-01 09:00, , , 4.19407765446960, -3.0516338,  257.2036,
 2007-Jan-01 12:00, , , 4.19385733791838, -3.0518017,  257.2177,
 2007-Jan-01 15:00, , , 4.19363700925100, -3.0519694,  257.2318,
 2007-Jan-01 18:00, , , 4.19341666847946, -3.0521370,  257.2458,
 2007-Jan-01 21:00, , , 4.19319631561574, -3.0523044,  257.2599,
 2007-Jan-02 00:00, , , 4.19297595067183, -3.0524716,  257.2740,
 2007-Jan-02 03:00, , , 4.19275557365973, -3.0526387,  257.2880,
 2007-Jan-02 06:00, , , 4.19253518459145, -3.0528056,  257.3021,
 2007-Jan-02 09:00, , , 4.19231478347897, -3.0529724,  257.3162,
 2007-Jan-02 12:00, , , 4.19209437033432, -3.0531390,  257.3302,
 2007-Jan-02 15:00, , , 4.19187394516951, -3.0533054,  257.3443,
 2007-Jan-02 18:00, , , 4.19165350799656, -3.0534716,  257.3584,
 2007-Jan-02 21:00, , , 4.19143305882749, -3.0536377,  257.3724,
 2007-Jan-03 00:00, , , 4.19121259767433, -3.0538036,  257.3865,
 2007-Jan-03 03:00, , , 4.19099212454912, -3.0539693,  257.4006,
 2007-Jan-03 06:00, , , 4.19077163946389, -3.0541349,  257.4147,
 2007-Jan-03 09:00, , , 4.19055114243068, -3.0543003,  257.4288,
 2007-Jan-03 12:00, , , 4.19033063346155, -3.0544656,  257.4428,
 2007-Jan-03 15:00, , , 4.19011011256854, -3.0546307,  257.4569,
 2007-Jan-03 18:00, , , 4.18988957976371, -3.0547956,  257.4710,
 2007-Jan-03 21:00, , , 4.18966903505912, -3.0549603,  257.4851,
 2007-Jan-04 00:00, , , 4.18944847846683, -3.0551249,  257.4992,
 2007-Jan-04 03:00, , , 4.18922790999893, -3.0552893,  257.5133,
 2007-Jan-04 06:00, , , 4.18900732966748, -3.0554536,  257.5274,
 2007-Jan-04 09:00, , , 4.18878673748456, -3.0556176,  257.5415,
 2007-Jan-04 12:00, , , 4.18856613346226, -3.0557815,  257.5556,
 2007-Jan-04 15:00, , , 4.18834551761266, -3.0559453,  257.5697,
 2007-Jan-04 18:00, , , 4.18812488994786, -3.0561088,  257.5838,
 2007-Jan-04 21:00, , , 4.18790425047996, -3.0562723,  257.5979,
 2007-Jan-05 00:00, , , 4.18768359922106, -3.0564355,  257.6120,
 2007-Jan-05 03:00, , , 4.18746293618327, -3.0565986,  257.6261,
 2007-Jan-05 06:00, , , 4.18724226137870, -3.0567615,  257.6402,
 2007-Jan-05 09:00, , , 4.18702157481947, -3.0569242,  257.6543,
 2007-Jan-05 12:00, , , 4.18680087651770, -3.0570868,  257.6684,
 2007-Jan-05 15:00, , , 4.18658016648551, -3.0572492,  257.6825,
 2007-Jan-05 18:00, , , 4.18635944473504, -3.0574114,  257.6966,
 2007-Jan-05 21:00, , , 4.18613871127843, -3.0575735,  257.7107,
 2007-Jan-06 00:00, , , 4.18591796612781, -3.0577353,  257.7248,
 2007-Jan-06 03:00, , , 4.18569720929533, -3.0578971,  257.7389,
 2007-Jan-06 06:00, , , 4.18547644079313, -3.0580586,  257.7530,
 2007-Jan-06 09:00, , , 4.18525566063338, -3.0582200,  257.7672,
 2007-Jan-06 12:00, , , 4.18503486882823, -3.0583812,  257.7813,
 2007-Jan-06 15:00, , , 4.18481406538984, -3.0585423,  257.7954,
 2007-Jan-06 18:00, , , 4.18459325033040, -3.0587032,  257.8095,
 2007-Jan-06 21:00, , , 4.18437242366205, -3.0588639,  257.8236,
 2007-Jan-07 00:00, , , 4.18415158539700, -3.0590244,  257.8378,
 2007-Jan-07 03:00, , , 4.18393073554741, -3.0591848,  257.8519,
 2007-Jan-07 06:00, , , 4.18370987412547, -3.0593450,  257.8660,
 2007-Jan-07 09:00, , , 4.18348900114338, -3.0595051,  257.8801,
 2007-Jan-07 12:00, , , 4.18326811661334, -3.0596649,  257.8943,
 2007-Jan-07 15:00, , , 4.18304722054754, -3.0598246,  257.9084,
 2007-Jan-07 18:00, , , 4.18282631295819, -3.0599842,  257.9225,
 2007-Jan-07 21:00, , , 4.18260539385751, -3.0601435,  257.9367,
 2007-Jan-08 00:00, , , 4.18238446325770, -3.0603027,  257.9508,
 2007-Jan-08 03:00, , , 4.18216352117098, -3.0604617,  257.9649,
 2007-Jan-08 06:00, , , 4.18194256760959, -3.0606206,  257.9791,
 2007-Jan-08 09:00, , , 4.18172160258575, -3.0607793,  257.9932,
 2007-Jan-08 12:00, , , 4.18150062611170, -3.0609378,  258.0073,
 2007-Jan-08 15:00, , , 4.18127963819967, -3.0610962,  258.0215,
 2007-Jan-08 18:00, , , 4.18105863886191, -3.0612543,  258.0356,
 2007-Jan-08 21:00, , , 4.18083762811066, -3.0614123,  258.0498,
 2007-Jan-09 00:00, , , 4.18061660595819, -3.0615702,  258.0639,
 2007-Jan-09 03:00, , , 4.18039557241674, -3.0617278,  258.0781,
 2007-Jan-09 06:00, , , 4.18017452749858, -3.0618853,  258.0922,
 2007-Jan-09 09:00, , , 4.17995347121598, -3.0620427,  258.1064,
 2007-Jan-09 12:00, , , 4.17973240358120, -3.0621998,  258.1205,
 2007-Jan-09 15:00, , , 4.17951132460654, -3.0623568,  258.1347,
 2007-Jan-09 18:00, , , 4.17929023430425, -3.0625136,  258.1488,
 2007-Jan-09 21:00, , , 4.17906913268664, -3.0626703,  258.1630,
 2007-Jan-10 00:00, , , 4.17884801976599, -3.0628268,  258.1772,
 2007-Jan-10 03:00, , , 4.17862689555460, -3.0629831,  258.1913,
 2007-Jan-10 06:00, , , 4.17840576006477, -3.0631392,  258.2055,
 2007-Jan-10 09:00, , , 4.17818461330881, -3.0632952,  258.2196,
 2007-Jan-10 12:00, , , 4.17796345529901, -3.0634510,  258.2338,
 2007-Jan-10 15:00, , , 4.17774228604770, -3.0636066,  258.2480,
 2007-Jan-10 18:00, , , 4.17752110556720, -3.0637620,  258.2621,
 2007-Jan-10 21:00, , , 4.17729991386983, -3.0639173,  258.2763,
 2007-Jan-11 00:00, , , 4.17707871096792, -3.0640724,  258.2905,
 2007-Jan-11 03:00, , , 4.17685749687380, -3.0642274,  258.3047,
 2007-Jan-11 06:00, , , 4.17663627159981, -3.0643822,  258.3188,
 2007-Jan-11 09:00, , , 4.17641503515829, -3.0645368,  258.3330,
 2007-Jan-11 12:00, , , 4.17619378756159, -3.0646912,  258.3472,
 2007-Jan-11 15:00, , , 4.17597252882207, -3.0648454,  258.3614,
 2007-Jan-11 18:00, , , 4.17575125895207, -3.0649995,  258.3755,
 2007-Jan-11 21:00, , , 4.17552997796396, -3.0651534,  258.3897,
 2007-Jan-12 00:00, , , 4.17530868587011, -3.0653072,  258.4039,
 2007-Jan-12 03:00, , , 4.17508738268289, -3.0654608,  258.4181,
 2007-Jan-12 06:00, , , 4.17486606841467, -3.0656142,  258.4323,
 2007-Jan-12 09:00, , , 4.17464474307783, -3.0657674,  258.4464,
 2007-Jan-12 12:00, , , 4.17442340668477, -3.0659204,  258.4606,
 2007-Jan-12 15:00, , , 4.17420205924786, -3.0660733,  258.4748,
 2007-Jan-12 18:00, , , 4.17398070077951, -3.0662260,  258.4890,
 2007-Jan-12 21:00, , , 4.17375933129211, -3.0663786,  258.5032,
 2007-Jan-13 00:00, , , 4.17353795079807, -3.0665310,  258.5174,
 2007-Jan-13 03:00, , , 4.17331655930980, -3.0666832,  258.5316,
